geneid,cid,aid,acname,acvalue
2263,134147170,1340071,IC50,0.006457
2263,134138024,1340071,IC50,6.30957
2263,134137760,1340071,IC50,0.001122
2263,134156369,1340071,IC50,0.005754
2263,134146832,1340071,IC50,0.004677
2263,134138098,1340071,IC50,0.01072
2263,134147052,1340071,IC50,0.002818
2263,54591212,1340071,IC50,0.004467
2263,54591287,1340071,IC50,0.005888
2263,54591291,1340071,IC50,0.002818
2263,67464997,1340071,IC50,0.002754
2263,67466417,1340071,IC50,0.04266
2263,67467211,1340071,IC50,0.04898
2263,67467323,1340071,IC50,0.01023
2263,67461761,1340071,IC50,0.004074
2263,67462786,1340071,IC50,0.004467
2263,67465741,1340071,IC50,0.005248
2263,67467051,1340071,IC50,0.002884
2263,67467552,1340071,IC50,0.003467
2263,67467703,1340071,IC50,0.007413
2263,67467978,1340071,IC50,0.005248
2263,118014711,1340071,IC50,0.003162
2263,118014720,1340071,IC50,0.009772
2263,118014721,1340071,IC50,0.003715
2263,118014705,1340071,IC50,0.004266
2263,118014709,1340071,IC50,0.002291
2263,118014718,1340071,IC50,0.007079
2263,67465022,1340071,IC50,0.003548
2263,67466896,1340071,IC50,0.01288
2263,67467018,1340071,IC50,0.004677
2263,67467549,1340071,IC50,0.006166
2263,67467643,1340071,IC50,0.001905
2263,87410340,1340071,IC50,0.003548
2263,88888566,1340071,IC50,0.004571
2263,88888575,1340071,IC50,0.006457
2263,88888607,1340071,IC50,0.001995
2263,88888611,1340071,IC50,0.001622
2263,88888612,1340071,IC50,0.004365
2263,88888615,1340071,IC50,0.00912
2263,88888629,1340071,IC50,0.007413
2263,88888568,1340071,IC50,0.006166
2263,88888585,1340071,IC50,0.004266
2263,88888588,1340071,IC50,0.003162
2263,88888594,1340071,IC50,0.00257
2263,88888610,1340071,IC50,0.006607
2263,88888623,1340071,IC50,0.002951
2263,88888627,1340071,IC50,0.006918
2263,88888565,1340071,IC50,0.003548
2263,88888572,1340071,IC50,0.00257
2263,88888579,1340071,IC50,0.008318
2263,88888597,1340071,IC50,0.01698
2263,122605295,1340071,IC50,0.007586
2263,89447335,1340071,IC50,0.003715
2263,89447340,1340071,IC50,0.0123
2263,89447342,1340071,IC50,0.007244
2263,89447343,1340071,IC50,0.004571
2263,89447345,1340071,IC50,0.01585
2263,89447347,1340071,IC50,0.03388
2263,89447349,1340071,IC50,0.007762
2263,89447373,1340071,IC50,0.01202
2263,89447385,1340071,IC50,0.00912
2263,89447415,1340071,IC50,0.66069
2263,89447423,1340071,IC50,0.003236
2263,89447430,1340071,IC50,0.22909
2263,89447446,1340071,IC50,0.002818
2263,89447476,1340071,IC50,0.00309
2263,89447481,1340071,IC50,0.02344
2263,89447483,1340071,IC50,0.08128
2263,89447490,1340071,IC50,0.0123
2263,89447494,1340071,IC50,0.01778
2263,89447499,1340071,IC50,0.002951
2263,89447503,1340071,IC50,0.0257
2263,89447514,1340071,IC50,0.16596
2263,89447528,1340071,IC50,0.04169
2263,89447548,1340071,IC50,0.14454
2263,89447552,1340071,IC50,0.009772
2263,89447583,1340071,IC50,0.00195
2263,89447584,1340071,IC50,0.0302
2263,89447586,1340071,IC50,0.003388
2263,89447613,1340071,IC50,1
2263,89446992,1340071,IC50,0.002344
2263,89447145,1340071,IC50,0.10965
2263,89447151,1340071,IC50,0.10233
2263,89447172,1340071,IC50,0.007762
2263,89447231,1340071,IC50,0.004571
2263,89447246,1340071,IC50,0.003631
2263,89447256,1340071,IC50,0.002818
2263,89447301,1340071,IC50,0.005129
2263,89447333,1340071,IC50,0.004467
2263,89439054,1340071,IC50,0.00182
2263,89438766,1340071,IC50,0.003981
2263,68209268,1340071,IC50,0.007586
2263,68209276,1340071,IC50,0.85114
2263,68209283,1340071,IC50,0.009333
2263,68209295,1340071,IC50,0.01288
2263,68209302,1340071,IC50,0.0166
2263,68209310,1340071,IC50,0.003388
2263,68209331,1340071,IC50,0.002884
2263,68209334,1340071,IC50,0.003236
2263,68209342,1340071,IC50,0.008913
2263,68209353,1340071,IC50,0.03715
2263,68209372,1340071,IC50,0.001413
2263,68209386,1340071,IC50,0.01445
2263,68209400,1340071,IC50,0.007079
2263,68209401,1340071,IC50,0.0123
2263,68209402,1340071,IC50,0.06457
2263,68209319,1340071,IC50,0.003467
2263,68209404,1340071,IC50,0.06166
2263,68209434,1340071,IC50,0.002512
2263,68209442,1340071,IC50,0.003388
2263,68209451,1340071,IC50,0.004074
2263,68209457,1340071,IC50,0.005012
2263,68209460,1340071,IC50,0.00309
2263,68209466,1340071,IC50,0.005495
2263,68209502,1340071,IC50,0.04467
2263,68209505,1340071,IC50,0.002884
2263,134135785,1340071,IC50,0.005012
2263,134142947,1340071,IC50,0.53703
2263,134141925,1340071,IC50,0.00871
2263,134135471,1340071,IC50,0.001738
2263,134135252,1340071,IC50,0.003388
2263,134133926,1340071,IC50,0.002884
2263,134132789,1340071,IC50,0.003388
2263,134131717,1340071,IC50,0.00631
2263,134140310,1340071,IC50,0.001862
2263,134138403,1340071,IC50,0.00389
2263,134132327,1340071,IC50,0.006457
2263,134133572,1340071,IC50,0.004365
2263,134134095,1340071,IC50,0.43652
2263,68209307,1340071,IC50,0.008913
2263,68209321,1340071,IC50,0.007079
2263,68209323,1340071,IC50,0.01318
2263,68209333,1340071,IC50,0.05888
2263,68209336,1340071,IC50,0.09772
2263,68209345,1340071,IC50,0.007079
2263,68209346,1340071,IC50,0.005623
2263,68209347,1340071,IC50,0.004677
2263,68209351,1340071,IC50,0.01479
2263,68209357,1340071,IC50,0.01622
2263,68209385,1340071,IC50,0.00302
2263,68209407,1340071,IC50,0.004898
2263,68209408,1340071,IC50,0.0263
2263,68209411,1340071,IC50,0.1
2263,68209416,1340071,IC50,0.0195
2263,68209431,1340071,IC50,0.006918
2263,68209446,1340071,IC50,0.002455
2263,68209447,1340071,IC50,0.02951
2263,68209461,1340071,IC50,0.003236
2263,68209465,1340071,IC50,0.07762
2263,68209472,1340071,IC50,0.04365
2263,68209473,1340071,IC50,0.01023
2263,68209478,1340071,IC50,0.007244
2263,68209486,1340071,IC50,0.06918
2263,68209490,1340071,IC50,0.01
2263,68209495,1340071,IC50,0.01995
2263,68209503,1340071,IC50,0.32359
2263,68209278,1340071,IC50,0.01175
2263,68209299,1340071,IC50,0.003162
2263,68209303,1340071,IC50,0.006457
2263,134135434,1340071,IC50,0.003311
2263,134136828,1340071,IC50,0.009772
2263,134136870,1340071,IC50,0.001698
2263,134135843,1340071,IC50,0.002512
2263,134135888,1340071,IC50,0.002512
2263,134136731,1340071,IC50,0.005754
2263,134135121,1340071,IC50,0.001905
2263,134135131,1340071,IC50,0.00138
2263,68209445,1340071,IC50,0.005012
2263,68209454,1340071,IC50,0.0166
2263,68209464,1340071,IC50,0.002239
2263,68209474,1340071,IC50,0.004169
2263,68209477,1340071,IC50,0.41687
2263,68209482,1340071,IC50,0.002951
2263,68209279,1340071,IC50,0.003467
2263,68209287,1340071,IC50,0.01318
2263,68209291,1340071,IC50,0.003715
2263,68209292,1340071,IC50,0.003311
